"Label","original_firstorder_InterquartileRange_BMUS","original_firstorder_Kurtosis_BMUS","original_firstorder_Skewness_BMUS","original_firstorder_TotalEnergy_BMUS","original_glcm_ClusterProminence_BMUS","original_glcm_Imc1_BMUS","original_glcm_MCC_BMUS","original_glcm_MaximumProbability_BMUS","original_glszm_LargeAreaHighGrayLevelEmphasis_BMUS","original_glszm_LowGrayLevelZoneEmphasis_BMUS","original_glszm_SmallAreaEmphasis_BMUS","original_glszm_SmallAreaLowGrayLevelEmphasis_BMUS","original_glszm_ZoneEntropy_BMUS","original_gldm_DependenceEntropy_BMUS","original_gldm_LowGrayLevelEmphasis_BMUS","original_ngtdm_Busyness_BMUS","original_ngtdm_Strength_BMUS","wavelet.H_firstorder_Mean_BMUS","wavelet.H_firstorder_Median_BMUS","wavelet.H_glszm_GrayLevelVariance_BMUS","wavelet.H_glszm_HighGrayLevelZoneEmphasis_BMUS","wavelet.H_glszm_LargeAreaLowGrayLevelEmphasis_BMUS","wavelet.H_glszm_SizeZoneNonUniformity_BMUS","wavelet.H_gldm_SmallDependenceEmphasis_BMUS","wavelet.H_gldm_SmallDependenceLowGrayLevelEmphasis_BMUS","wavelet.H_ngtdm_Busyness_BMUS","wavelet.L_firstorder_Median_BMUS","wavelet.L_firstorder_Minimum_BMUS","wavelet.L_firstorder_Range_BMUS","wavelet.L_glcm_Correlation_BMUS","wavelet.L_glcm_Imc2_BMUS","wavelet.L_glcm_MaximumProbability_BMUS","wavelet.L_glcm_SumAverage_BMUS","wavelet.L_glszm_LargeAreaHighGrayLevelEmphasis_BMUS","wavelet.L_glszm_LargeAreaLowGrayLevelEmphasis_BMUS","wavelet.L_gldm_GrayLevelNonUniformity_BMUS","wavelet.L_gldm_SmallDependenceLowGrayLevelEmphasis_BMUS","wavelet.L_ngtdm_Busyness_BMUS","wavelet.L_ngtdm_Contrast_BMUS"
0,0.698945335487957,-0.953911809185161,-0.514695372389612,-0.46963037840695,-0.524647186817524,-1.0384881296566,0.43521260016867,0.0985176613511057,-0.154858789962017,0.977993977898369,-0.165534876950763,0.715456753899921,0.576647735280583,-0.606843276209632,1.64042906487195,1.062189777366,-0.691259846892529,-0.39545452002622,-1.50736890252331,-0.10823487701207,-0.134628393317709,-0.1312950244958,0.106911065963793,0.438419234902885,0.403665072560578,-0.0689572980243364,-1.26835265733652,-0.628065394604636,-0.9067226774232,0.533647657654498,0.442099668424111,-0.0774678903250202,-0.529060224857785,0.0109910964933016,-0.0103982241199032,0.00997907148216318,0.512564040493885,0.79672297766694,0.573120944477801
1,0.0416761200468841,0.231703337437833,-0.0626815201355418,0.323849265411878,-0.0989465251182567,-0.408105309629158,0.676243065715562,-0.154445638772024,0.607176883957409,-0.754330415074579,-0.725240188112963,-0.740676788269213,0.833208054337899,0.304279951045045,-0.835194876312645,-0.235952622869595,-0.203061173915208,-0.645436863124334,-0.980064837155479,-0.108111132958569,-0.133781328117859,-0.35776284181164,0.54227318636092,0.662082957555515,0.571976195067782,0.518364406271646,0.689389704700209,-0.148754675573596,1.15756511824629,0.4538093357637,0.569927098584706,-0.51995324096464,0.259196332952976,0.0798453810957222,-0.280011741078607,0.310429850512223,-0.498471526267598,0.117745175643647,-0.769870251795258
0,-0.240010686570718,-0.578738944628691,-0.687267636849861,0.485762363049245,-0.576869856424417,-2.08254921816012,0.697935136102631,0.292391607109629,2.92270930048483,0.562014593755315,-3.38973928658763,-1.1727286425238,2.56580236271544,-0.797947725522724,0.191323517191735,2.72397514151676,-0.950857468998726,-0.620213588094916,-1.50736890252303,-0.108115015873052,-0.133702776432138,0.113508110339467,1.29560242845195,-0.784325832716445,-0.430182838221377,1.51320146031027,-0.470044587675633,-0.597487345260691,-0.579471974767592,0.86502509777797,0.638851122850908,0.0715534945106966,0.169149241289547,3.83443445114411,0.0594865102734066,2.30076785307137,-0.712021077605118,1.7422568626357,-1.18005233982196
0,-0.521697493188321,-0.333685273107733,-0.191972402311119,0.0423023898655069,-0.591140550555161,-0.14319656491004,-0.261408859789527,-0.138740725228316,0.651941243867031,-0.43332083005989,-1.0587151354323,-0.395269229033542,0.519232787841185,-0.463364638084679,-0.664387914379437,0.674964926754413,-0.812480737894517,-0.693111395421503,-0.690794384853316,-0.108109883075189,-0.133870252180337,-0.350046038769339,0.50638651515558,0.575219936563246,0.522160552858307,0.480207449474736,0.105391347620735,-0.0331206512156351,-0.240739369584909,-0.103972763281419,0.0601144640933063,0.288267967095293,-0.276880930375642,0.0424293853254902,-0.187944303970353,0.596512507852118,-0.305046775906525,1.1298666184877,-0.662572766615702
0,0.135571722252752,-0.486158755857935,-0.326702734409742,-0.450001613772462,-0.279777762652121,0.974093383256103,-0.339524114716541,-0.40280142685497,-0.642400047290564,-0.987965338928027,-0.494966202257921,-0.980837035227627,-1.07132064521486,0.749900013673051,-1.00007378777042,-0.766168231423816,-0.0119212341205424,-0.741103283206647,0.653084198184194,-0.108225871960181,-0.133117953892413,2.18154144256814,-0.804172306433163,-2.40409037077128,-1.61219806486937,-0.712149211014639,0.910083383428289,0.91476478748942,-0.173181262755289,-0.201878248071581,0.234987830024521,-0.698872614883455,0.552648402982187,-0.81205702635899,-0.40298138209382,-0.718998288146147,-0.578221422042437,-0.762311051052476,0.87162151861752
1,-0.0522194821589834,1.20810409322117,1.17164635690248,-0.387822031423797,0.545509759474537,0.137930278720838,0.522084391550375,-0.563309112992817,-0.749744683940394,-0.19671494509459,-0.122071501607545,-0.311625609803019,0.109235035127323,0.587206299559002,-0.255950259544131,-0.626553678419443,0.910013128443436,-0.65086897026843,-0.163490319486128,-0.108163844619312,-0.134364620450714,-0.179341365164409,-0.354789981947941,0.221554365940366,0.285351243390802,-0.329477740020302,-0.0596807618978534,-0.440092190492653,1.21632894035254,0.461101113727695,0.481072707579622,-0.205494722623217,-0.379568304014574,-0.866126438676864,-0.221943277401523,-0.431491491065931,0.275661673186064,-0.600243889381032,-0.559629511296373
1,-1.17896670862939,-0.0541721121052523,-0.448642363433312,-0.712163206379545,-0.782105184433662,1.51474831842664,-0.490735262602066,2.05558088785606,-0.453823804628287,0.421564976572755,1.61345091725844,1.65249161409082,-1.66240528273508,-1.50671427666992,-0.108638981303916,-0.906195564165239,0.151948348112794,2.83034922179072,1.46965871585287,-0.10815011283403,-0.134295617150976,-0.398988474989517,-0.816825719179226,0.48659884200485,0.446827253067453,-0.809799475242929,-0.628732731047555,-0.606146314181478,-1.41068709888261,-2.43802349548394,-2.09826847263092,1.39474818344326,-0.041709794432491,-0.130201902901559,-0.306477322177371,-0.866910508278692,-0.627337762034778,-1.08928215884392,-0.822199043757485
0,0.323362926664487,-0.37053613222096,-2.17870890486893,2.03931730218866,0.192465930513212,-0.597606956804134,0.870213877238952,-0.672714349223784,1.69832336554484,-1.31373056654477,-0.983928680647739,-1.30963986677483,0.785086268000855,0.938545195412973,-1.14598594834385,-0.0512745360118025,-0.662555045810387,-0.348749033977089,-0.401523932550166,-0.108110979598338,-0.133931974887499,-0.054866465483307,0.873074835413645,-0.0277088070940548,0.084351806265964,1.01186330447564,2.20710992186349,-0.6092137425692,1.22897454072571,0.799542894311577,0.838841215977158,-0.805106228928341,2.69515999971254,2.24997217602861,-0.410514488724301,0.740699090327344,-1.21613944336403,-0.0786409421719336,-0.308925602599407
1,-1.7423403218646,0.204133174222443,0.549681332170074,-0.733592201591039,-0.833882215537257,2.85425547933924,-4.6452841842393,2.79798422719805,-0.606560298044079,-0.540458461898515,2.31439081302758,-0.179512002523365,-3.81938840019271,-2.40155626008716,-0.479911080508565,-1.08647380528266,0.515584614372723,1.26710835126946,0.125780132816375,-0.113115554965631,-0.138727119324272,-0.0241915572018201,-0.901804415588311,-1.14774739684314,-0.683950244963175,-0.878885718370801,-0.433340460142249,2.58495539124994,-2.24476494483269,-5.38614696229382,-6.3794810432614,3.76107368618306,-1.98955720124658,-1.36166736787152,0.131411655582214,-0.952599921119006,2.8910439093129,-1.03355033771448,-0.318942747325659
1,0.135571722252752,0.027331768025442,0.29063344768297,-0.323620446149226,0.0390831200050867,-0.416354713748645,0.710495489915668,-0.237882712822947,0.317480568337996,-0.623955266445771,-0.793779762457859,-0.754452519941794,0.522419439478098,0.51941135891754,-0.76995544666662,-0.726091956229672,0.403734183694415,0.377830945201984,-0.163490319486357,-0.108189115025795,-0.133246504849539,-0.386634262083732,-0.353652593375825,0.606822036352993,0.562005001804629,-0.364180506909479,0.473328922009516,0.0779122305607424,0.778527287016373,0.602271157042417,0.631639219601702,-0.603422533751049,0.187678501909947,-0.0111286058346716,-0.305964267194382,-0.503350182775741,-0.34318435328833,-0.737345613252446,-0.45951730143946
